CASRN,Substance name,HSNO code,HSNO classification text,GHS translation
2315-68-6,Propyl benzoate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2315-68-6,Propyl benzoate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2321-07-5,Fluorescein,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
2321-07-5,Fluorescein,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
23283-97-8,"(1S,2R,5R)-(+)-Isomenthol",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
23325-78-2,Cephalexin,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
23325-78-2,Cephalexin,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
23325-78-2,Cephalexin,9.3C,Harmful to terrestrial vertebrates,
2344-80-1,(Chloromethyl)trimethylsilane,3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2
2344-80-1,(Chloromethyl)trimethylsilane,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2344-80-1,(Chloromethyl)trimethylsilane,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2346-00-1,2-Methyl-2-thiazoline,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
23468-31-7,"6-Chloro-3,4-methylenedioxybenzyl chloride",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
23468-31-7,"6-Chloro-3,4-methylenedioxybenzyl chloride",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
23541-50-6,Daunomycin hydrochloride,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
23541-50-6,Daunomycin hydrochloride,9.3B,Ecotoxic to terrestrial vertebrates,
23564-05-8,Thiophanate methyl,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
23564-05-8,Thiophanate methyl,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
23564-05-8,Thiophanate methyl,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
23564-05-8,Thiophanate methyl,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
23564-05-8,Thiophanate methyl,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
23564-05-8,Thiophanate methyl,9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
23564-05-8,Thiophanate methyl,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
23564-05-8,Thiophanate methyl,9.2B,Ecotoxic in the soil environment,
2358-84-1,"2-Propenoic acid, 2-methyl-, oxydi-2,1-ethanediyl ester",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2358-84-1,"2-Propenoic acid, 2-methyl-, oxydi-2,1-ethanediyl ester",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
23586-53-0,Thallium (III) trifluoroacetate,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
23586-53-0,Thallium (III) trifluoroacetate,6.1A (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 1
23586-53-0,Thallium (III) trifluoroacetate,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
23586-53-0,Thallium (III) trifluoroacetate,9.3A,Very ecotoxic to terrestrial vertebrates,
23593-75-1,Clotrimazole,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
23593-75-1,Clotrimazole,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
23593-75-1,Clotrimazole,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
23593-75-1,Clotrimazole,9.1D (algal),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
23593-75-1,Clotrimazole,9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
23593-75-1,Clotrimazole,9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
23593-75-1,Clotrimazole,9.3C,Harmful to terrestrial vertebrates,
23616-79-7,Benzyltributylammonium chloride,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
23616-79-7,Benzyltributylammonium chloride,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
23647-14-5,"1,8-Dihydroxy-2-(4-sulphophenylazo) napthalene-3,6-disulphonic acid trisodium salt",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1
2365-40-4,6-((3-Methyl-2-butenyl)amino)purine,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2365-48-2,Methyl thioglycolate,6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
2365-48-2,Methyl thioglycolate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2365-48-2,Methyl thioglycolate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2365-48-2,Methyl thioglycolate,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
2365-48-2,Methyl thioglycolate,9.3B,Ecotoxic to terrestrial vertebrates,
2370-63-0,"2-Propenoic acid, 2-methyl-, 2-ethoxyethyl ester",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
2370-63-0,"2-Propenoic acid, 2-methyl-, 2-ethoxyethyl ester",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
2372-82-9,"1,3-Propanediamine, N-(3-aminopropyl)-N-dodecyl-",6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
2372-82-9,"1,3-Propanediamine, N-(3-aminopropyl)-N-dodecyl-",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2372-82-9,"1,3-Propanediamine, N-(3-aminopropyl)-N-dodecyl-",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
2372-82-9,"1,3-Propanediamine, N-(3-aminopropyl)-N-dodecyl-",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
2372-82-9,"1,3-Propanediamine, N-(3-aminopropyl)-N-dodecyl-",9.3B,Ecotoxic to terrestrial vertebrates,
2373-38-8,"Butanedioic acid, sulpho-, 1,4-bis(1,3-dimethylbutyl) ester, sodium salt",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2373-38-8,"Butanedioic acid, sulpho-, 1,4-bis(1,3-dimethylbutyl) ester, sodium salt",9.3B,Ecotoxic to terrestrial vertebrates,
2373-51-5,Chloromethyl methyl sulfide,3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2
23736-58-5,Cloxacillin benzathine,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
23736-58-5,Cloxacillin benzathine,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
23736-58-5,Cloxacillin benzathine,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
23850-94-4,"Stannane, butyltris[(2-ethyl-1-oxohexyl)oxy]-",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
23850-94-4,"Stannane, butyltris[(2-ethyl-1-oxohexyl)oxy]-",9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
23850-94-4,"Stannane, butyltris[(2-ethyl-1-oxohexyl)oxy]-",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
23850-94-4,"Stannane, butyltris[(2-ethyl-1-oxohexyl)oxy]-",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2390-54-7,Thioflavine T,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
2390-59-2,C.I. Basic violet 4,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2390-59-2,C.I. Basic violet 4,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
2390-59-2,C.I. Basic violet 4,9.3C,Harmful to terrestrial vertebrates,
2392-39-4,Dexamethasone sodium phosphate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2392-39-4,Dexamethasone sodium phosphate,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
2392-39-4,Dexamethasone sodium phosphate,6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
2392-39-4,Dexamethasone sodium phosphate,9.3C,Harmful to terrestrial vertebrates,
2393-23-9,4-Methoxybenzylamine,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
2393-23-9,4-Methoxybenzylamine,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
23950-58-5,Propyzamide,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
23950-58-5,Propyzamide,6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
23950-58-5,Propyzamide,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
23950-58-5,Propyzamide,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
23950-58-5,Propyzamide,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
23950-58-5,Propyzamide,9.2A,Very ecotoxic in the soil environment,
2398-37-0,3-Bromoanisole,9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2398-37-0,3-Bromoanisole,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2398-37-0,3-Bromoanisole,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2398-96-1,Tolnaftate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2398-96-1,Tolnaftate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2403-88-5,"2,2,6,6-Tetramethyl-4-piperidinol",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
2403-88-5,"2,2,6,6-Tetramethyl-4-piperidinol",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
24070-20-0,"2-Amino-1,3-propanediol oxalate",6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
24070-20-0,"2-Amino-1,3-propanediol oxalate",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
24070-20-0,"2-Amino-1,3-propanediol oxalate",9.3C,Harmful to terrestrial vertebrates,
2409-55-4,2-t-Butyl-4-methylphenol,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2409-55-4,2-t-Butyl-4-methylphenol,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2414-98-4,Magnesium ethylate,4.1.1B,Readily combustible solids and solids that may cause fire through friction: low hazard,GHS: Flammable solids - Category 2
2414-98-4,Magnesium ethylate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2421-28-5,"3,3',4,4'-Benzophenonetetracarboxylic dianhydride",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2425-79-8,Butanediol diglycidyl ether,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
2425-79-8,Butanediol diglycidyl ether,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
2425-79-8,Butanediol diglycidyl ether,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2425-79-8,Butanediol diglycidyl ether,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2425-79-8,Butanediol diglycidyl ether,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
2425-85-6,"2-Naphthalenol, 1-[(4-methyl-2-nitrophenyl)azo]-",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
2425-85-6,"2-Naphthalenol, 1-[(4-methyl-2-nitrophenyl)azo]-",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2426-07-5,"1,2,7,8-Diepoxyoctane",6.1C (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 3
2426-07-5,"1,2,7,8-Diepoxyoctane",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
2426-07-5,"1,2,7,8-Diepoxyoctane",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
2426-07-5,"1,2,7,8-Diepoxyoctane",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
2426-07-5,"1,2,7,8-Diepoxyoctane",9.3B,Ecotoxic to terrestrial vertebrates,
2426-08-6,Butyl glycidyl ether,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
2426-08-6,Butyl glycidyl ether,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
2426-08-6,Butyl glycidyl ether,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2426-08-6,Butyl glycidyl ether,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2426-08-6,Butyl glycidyl ether,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2426-08-6,Butyl glycidyl ether,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
2426-08-6,Butyl glycidyl ether,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
2426-08-6,Butyl glycidyl ether,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
2426-08-6,Butyl glycidyl ether,9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2426-08-6,Butyl glycidyl ether,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2426-08-6,Butyl glycidyl ether,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2426-08-6,Butyl glycidyl ether,9.3C,Harmful to terrestrial vertebrates,
2429-74-5,C.I. Direct blue 15,6.6B,Suspected human mutagens,GHS: Germ cell mutagenicity - Category 2
2429-74-5,C.I. Direct blue 15,6.7B,Suspected human carcinogens,GHS: Carcinogenicity - Category 2
24332-20-5,"1,1,2-Trimethoxyethane",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
24347-58-8,"(R,R)-(-)-Butane-2,3-diol",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
2436-90-0,Dihydromyrcene,9.1C (algal),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2436-90-0,Dihydromyrcene,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2436-90-0,Dihydromyrcene,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
2436-96-6,"2,2'-Dinitrobiphenyl",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2437-29-8,Malachite green oxalate,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
2437-29-8,Malachite green oxalate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2437-29-8,Malachite green oxalate,9.3C,Harmful to terrestrial vertebrates,
2438-32-6,Dexchlorpheniramine maleate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2438-32-6,Dexchlorpheniramine maleate,9.3B,Ecotoxic to terrestrial vertebrates,
2439-10-3,Dodine,6.1B (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 2
2439-10-3,Dodine,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
2439-10-3,Dodine,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
2439-10-3,Dodine,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
2439-10-3,Dodine,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
2439-10-3,Dodine,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
2439-10-3,Dodine,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
2439-10-3,Dodine,9.3C,Harmful to terrestrial vertebrates,
2439-10-3,Dodine,9.4C,Harmful to terrestrial invertebrates,
24390-14-5,Doxycycline hyclate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
24390-14-5,Doxycycline hyclate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
24390-14-5,Doxycycline hyclate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
24390-14-5,Doxycycline hyclate,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
24390-14-5,Doxycycline hyclate,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
24390-14-5,Doxycycline hyclate,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
24390-14-5,Doxycycline hyclate,9.3C,Harmful to terrestrial vertebrates,
2440-22-4,Drometrizole,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
24424-99-5,Di(t-butyl) carbonate,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
24424-99-5,Di(t-butyl) carbonate,6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
24424-99-5,Di(t-butyl) carbonate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
